mse,rmse,mae,intercepto,coef_X1,coef_Y1,coef_X2,coef_Y2,coef_X3,coef_Y3,coef_X4,coef_Y4,coef_X5,coef_Y5,coef_X6,coef_Y6,coef_X7,coef_Y7,coef_X8,coef_Y8,coef_X9,coef_Y9,coef_X10,coef_Y10,coef_X11,coef_Y11,coef_X12,coef_Y12,coef_X13,coef_Y13,coef_X14,coef_Y14,coef_X15,coef_Y15,coef_X16,coef_Y16,coef_X17,coef_Y17,coef_X18,coef_Y18,coef_X19,coef_Y19,coef_X20,coef_Y20,coef_X21,coef_Y21,coef_X22,coef_Y22,coef_X23,coef_Y23,coef_X24,coef_Y24,coef_X25,coef_Y25,coef_X26,coef_Y26,coef_X27,coef_Y27,coef_X28,coef_Y28,coef_X29,coef_Y29,coef_X30,coef_Y30,coef_X31,coef_Y31,coef_X32,coef_Y32,coef_X33,coef_Y33,coef_X34,coef_Y34,coef_X35,coef_Y35,coef_X36,coef_Y36,coef_X37,coef_Y37,coef_X38,coef_Y38,coef_X39,coef_Y39,coef_X40,coef_Y40,coef_X41,coef_Y41,coef_X42,coef_Y42,coef_X43,coef_Y43,coef_X44,coef_Y44,coef_X45,coef_Y45,coef_X46,coef_Y46,coef_X47,coef_Y47,coef_X48,coef_Y48,coef_X49,coef_Y49,coef_X50,coef_Y50,coef_X51,coef_Y51,coef_X52,coef_Y52,coef_X53,coef_Y53,coef_X54,coef_Y54,coef_X55,coef_Y55,coef_X56,coef_Y56,coef_X57,coef_Y57,coef_X58,coef_Y58,coef_X59,coef_Y59,coef_X60,coef_Y60,coef_X61,coef_Y61,coef_X62,coef_Y62,coef_X63,coef_Y63,coef_X64,coef_Y64,coef_X65,coef_Y65,coef_X66,coef_Y66,coef_X67,coef_Y67,coef_X68,coef_Y68,coef_X69,coef_Y69,coef_X70,coef_Y70,coef_X71,coef_Y71,coef_X72,coef_Y72,coef_X73,coef_Y73,coef_X74,coef_Y74,coef_X75,coef_Y75,coef_X76,coef_Y76,coef_X77,coef_Y77,coef_X78,coef_Y78,coef_X79,coef_Y79,coef_X80,coef_Y80,coef_X81,coef_Y81,coef_X82,coef_Y82,coef_X83,coef_Y83,coef_X84,coef_Y84,coef_X85,coef_Y85,coef_X86,coef_Y86,coef_X87,coef_Y87,coef_X88,coef_Y88,coef_X89,coef_Y89,coef_X90,coef_Y90,coef_X91,coef_Y91,coef_X92,coef_Y92,coef_X93,coef_Y93,coef_X94,coef_Y94,coef_X95,coef_Y95,coef_X96,coef_Y96,coef_X97,coef_Y97,coef_X98,coef_Y98,coef_X99,coef_Y99,coef_X100,coef_Y100
0.24421724610182574,0.4941834134224112,0.3632786041674012,1.4818007353056954,0.7527801130701979,0.6192840702595697,-0.1565992005095203,-0.2924037201658458,0.13688487641607305,-0.07619567108894021,-0.03736376625079979,0.5643323356380616,0.47611020201269516,0.3789246439199203,0.35322668258370493,0.03211917164177288,0.27345115871765047,-0.10502386648778927,0.3594508330860734,0.19479098704804737,0.2423369573292522,-0.5365521546182312,0.22606397884312782,0.5272660477575982,0.13160055561031603,0.7399728033903381,0.3398175970421294,-0.7786854219462179,0.5033254156961294,0.26537110985725837,0.19250094569329199,-1.3977393576654693,-0.0002635351507839223,-0.38021006102873833,-0.08035812700121905,-0.8549348930046323,0.2624497116696216,-1.3256681503684702,0.04199205658044719,-0.24560598084421137,0.04445324586980537,0.3388489396037344,0.3641955766526642,-0.040075020609890155,0.43440845798133665,0.8335274319509841,0.19079499703116967,-0.40357818470732787,-0.0013745275794520562,-0.5049155785466201,0.12875699841328048,-0.11381971866813867,0.25623227617759003,0.9025146249429903,0.1680186879527858,-0.6587953975529859,0.1897475831960807,0.21977876391154738,0.10941837478827063,-0.4032967472826157,0.1635581262687924,-0.5176230916638863,0.014523957867743714,-0.8875797599415132,0.13090796595302773,0.718485050685016,0.2525399015318106,-0.10148470987951892,0.08216249823521563,-0.564916090960094,0.0054614886751358505,-0.09657494971050096,0.09156229283585685,-0.3327242608323657,0.22164701802382447,0.2178814469056267,0.36513878073550954,0.21010364273808946,-0.003228552534947915,-0.1566232442914861,0.10132208875877624,-0.3722358967139173,-0.20298266973681753,-0.5421951773162594,0.013683816165624363,0.5399827815483124,0.06085875527526284,0.6708097035640004,0.1636080366274389,-0.4575845022701745,0.12033524432396253,0.03137715598369252,0.00317435206091754,-0.5031747538215139,-0.07239831497246915,0.12798288691770812,-0.17444542295774895,-1.6264788264988845,0.12560860060204063,0.9068791395069605,-0.027767423975376126,-1.542891359344442,0.08313372079948927,0.24511616722970775,0.015388226139585834,1.0704858739349512,-0.07295600277420315,0.5472826335008704,-0.05696174845301413,0.11138401078365524,-0.047645159496505746,1.072145552119991,0.012058598751507166,-0.08115455790485229,0.1707348103716503,0.6223291054765119,-0.16134890252181722,-0.6431239280748877,-0.2039407667299552,-0.9684849051044397,-0.11354736359454615,0.5081127626768629,0.0428565693271305,-0.6071154686786916,0.08798793728783572,0.9014172589605218,-0.11471719529941266,-0.7421936478676141,-0.029488430047594272,0.6533970008188345,-0.12366648787337615,-0.128846998682702,-0.06857596267321386,0.6489171347628226,-0.037853841796381904,0.07751632371741851,-0.22426000951232808,-0.5964875270367231,-0.012509451171792696,0.7767082926730222,-0.023826516222687666,-0.6251002898379195,-0.1739592782598151,-0.6101382799115975,-0.09404241097803628,0.7049179278285087,-0.15419278070705852,0.43660383897315364,0.10067942116022316,0.43462457186766656,-0.21939752182764993,0.5208966225702653,-0.04824863989113881,-0.12351072124416357,-0.2926788222231389,-0.1837349095826217,0.23283538927051367,0.1675915801501835,-0.43355607561693593,-0.22607541093744493,-0.16807052829988045,0.7181653003476092,-0.29950899528949954,-0.6725064096568751,-0.06487716128115617,0.04243731450476931,-0.47070026519371555,0.6806928804021581,0.00635903504529578,0.29839407003109897,-0.16303373499601348,0.0554026738160661,-0.37120532720361127,0.26310987215175957,0.04527431640790411,0.2597327946160086,-0.13143426476638875,-0.05559698740916513,-0.35949506625479055,0.71524724735753,-0.23810779078544647,-0.568279653812289,-0.453018315171806,-0.03439819588360206,-0.022956661192157224,0.8946515338776598,-0.46616461903109674,0.17585055956378665,-0.5928160657531242,0.056886927540547416,0.09607640149227209,-0.4881384369971987,-0.2880452740192665,0.024130434377857696,-0.45012213863965556,-0.18864969818582428,0.0018794846354648898,-1.2562792058038106,0.1440359881775346,-0.8703776566877788,-0.31018482397269215,-1.5538727770379723,-0.4275795377314205,-0.44396398160269895
