trial_number,state,iterations,learning_rate,depth,l2_leaf_reg,mse,rmse,mae
54,COMPLETE,996,0.07463218498679174,4,0.0005769957003873805,0.09710191830575465,0.3116118070705195,0.21485034359401914
55,COMPLETE,966,0.06483713513759548,5,0.0035311770921871975,0.09506283796547195,0.30832261993806415,0.219098456381693
56,COMPLETE,836,0.13007203126224295,9,0.0015026448446699586,0.15989352709191088,0.3998668867159556,0.2789487489197729
57,COMPLETE,942,0.08191086482419137,8,1.7573596858327334e-07,0.14285805879693664,0.3779656846817402,0.25856944666512804
58,COMPLETE,738,0.012555050255430524,4,0.006286457820931823,0.16548656085798905,0.4068003943680353,0.30654074911744955
59,COMPLETE,910,0.06461525123980796,6,0.00017325867750692784,0.10307887413151112,0.32105898855430154,0.225365266249608
60,COMPLETE,590,0.1162247916199951,5,0.0006626546345217303,0.09499351449403437,0.3082101790889366,0.2167937364662192
61,COMPLETE,795,0.04888030224406807,4,0.0052094655914921096,0.08918414625871328,0.2986371481559407,0.2122390807642769
62,COMPLETE,891,0.06990810122623124,4,0.002790153026739496,0.09555879686378041,0.30912585926088487,0.21433202359452014
63,COMPLETE,744,0.048956359056540596,4,0.006610348974218238,0.09181332782620608,0.30300714154324165,0.21652222086090842
64,COMPLETE,850,0.037023668830549326,4,0.0012584823438406695,0.0959139323910641,0.30969974554568835,0.21946119481673163
65,COMPLETE,805,0.05698633436993687,4,0.0008385704925064154,0.09137063945591913,0.302275767232372,0.21509559825111094
66,COMPLETE,702,0.07675716121741354,4,0.002116479213460387,0.09359279102440685,0.3059293889517757,0.21062954809894302
67,COMPLETE,988,0.08534357413239442,5,0.003260343401497811,0.09509163898599508,0.3083693223814507,0.21496033494707045
68,COMPLETE,640,0.1093575886837458,4,0.0064046839159750775,0.09235907945491478,0.3039063662625625,0.21027332886761194
69,COMPLETE,247,0.06931701988357433,6,0.009638770937309497,0.11521279925541687,0.3394301095298071,0.24494674837557492
70,COMPLETE,412,0.032879426617850184,4,0.0009714529658541079,0.1264194381680624,0.3555551127013397,0.2634198603497041
71,COMPLETE,781,0.04713082029273746,4,0.005740243274050096,0.09474077848388908,0.30779990007127855,0.22022200747630802
72,COMPLETE,753,0.05595350429629239,4,0.0033126503151072466,0.0933575168655747,0.30554462336224264,0.21449799880522327
73,COMPLETE,799,0.04018192751866165,4,0.0017522205799257481,0.09429908845429263,0.3070815664514766,0.21694014995083824
74,COMPLETE,871,0.06177206934261078,4,0.004113348157986615,0.0902260269985121,0.30037647544125706,0.2118593914502783
75,COMPLETE,870,0.061670626082460746,5,5.313236050552993e-06,0.09503610261280818,0.3082792607568796,0.21543598476961098
76,COMPLETE,835,0.10095660693122399,4,0.002150152036115299,0.09089097530522453,0.3014813017505804,0.21354187632183502
77,COMPLETE,720,0.0786245870603893,4,2.4568620856036835e-05,0.08926962710746227,0.29878023212298077,0.2080056457829857
78,COMPLETE,720,0.07714150889759668,5,2.3030263823913394e-05,0.09644053240270602,0.3105487601049246,0.2188273492960694
79,COMPLETE,691,0.0899974930542894,4,1.979877746399715e-06,0.09832965003737275,0.31357558903296784,0.21869814258050105
80,COMPLETE,884,0.12890520411209994,4,1.0375144736671473e-05,0.0914263519254061,0.3023679082267265,0.20841304533397298
81,COMPLETE,944,0.09884678817455517,4,0.0038588638382858406,0.09373501702748778,0.30616174977858973,0.21270741159051448
82,COMPLETE,672,0.07048824198658879,4,0.007105781278053738,0.0894533227321548,0.29908748340937774,0.21730644660804813
83,COMPLETE,671,0.056183984611034556,4,0.006334682216051936,0.0959310885046262,0.30972744228535226,0.2211950465625089
84,COMPLETE,761,0.08303372387796716,7,0.0003660621419388568,0.11086541709454102,0.3329645883491832,0.23233170744955178
85,COMPLETE,617,0.04285351685840256,4,0.0012871691155861248,0.09763028809037438,0.312458458183443,0.22506122688842978
86,COMPLETE,718,0.06256578485320498,5,7.952716809211103e-05,0.0947344745956097,0.30778965966323446,0.21719562958848493
87,COMPLETE,824,0.07458945131293082,4,0.007437978352580072,0.09045687420979472,0.3007604931000658,0.21100652126759772
88,COMPLETE,822,0.07265394079239794,4,0.007799657703381906,0.090257423914158,0.3004287335029025,0.20799082301912022
89,COMPLETE,823,0.0745918738311614,4,0.007817002721497641,0.09007167553440282,0.30011943544929376,0.21058295161527693
90,COMPLETE,84,0.15961035891084047,4,0.00940069438638151,0.14530254761581446,0.3811857127645453,0.2787718841400072
91,COMPLETE,821,0.07309740857942412,4,0.007525757831873673,0.09277830848014638,0.3045953192026207,0.21513413793614516
92,COMPLETE,838,0.0897838572588654,4,0.004724697479497611,0.09394653819581303,0.3065069953456414,0.21311769192858107
93,COMPLETE,796,0.07952936922567126,4,0.004701283866880279,0.09298129677621342,0.30492834695418763,0.2124665125871141
94,COMPLETE,689,0.10116892015933819,4,0.006136711416551568,0.09376053283495332,0.30620341741227075,0.2161181531391485
95,COMPLETE,738,0.05392407771169635,4,0.002601397232484807,0.09427091454990663,0.3070356893748781,0.2161483537288062
96,COMPLETE,853,0.060533094067037926,5,0.007255551690231646,0.09263034917431755,0.30435234379632686,0.21484356227758067
97,COMPLETE,814,0.07241039634923051,4,0.00433794380832735,0.0942512611601475,0.3070036826491622,0.21366725440756473
98,COMPLETE,902,0.04727673001740608,5,0.009951622888381643,0.09288427300222235,0.3047692126876046,0.21598899794548979
99,COMPLETE,769,0.09410662776012588,4,0.0023503528229192935,0.09191542964817472,0.3031755756128365,0.20933943415668027
100,COMPLETE,643,0.1121941681253638,4,1.152458192429327e-07,0.0948245397553726,0.3079359344983508,0.2192112460369637
101,COMPLETE,870,0.06683872751760686,4,0.0033842021122522143,0.09074974600905268,0.30124698506217895,0.21030704297802083
102,COMPLETE,845,0.08598330745035888,4,0.007661310637659511,0.09224460828267407,0.30371797490875324,0.21037102637940372
103,COMPLETE,930,0.0785792367969602,4,0.001604613722783081,0.09133363581341683,0.30221455261687324,0.20746078340454524
104,COMPLETE,796,0.07179712148090356,4,0.005071480321781868,0.09053668811740746,0.30089315066549366,0.21123926398765905
105,COMPLETE,825,0.05870054262945488,4,0.0030862085859789576,0.08854849137555788,0.2975709854397063,0.21164186612181862
106,COMPLETE,708,0.05822648293708412,4,0.003920096566235397,0.09443876038049637,0.30730890058782284,0.21844601905060287
