trial_number,CR,F,G,size,best_positions,best_total_power,state
0,0.968540662820932,0.8860864625126346,113,191,"[9.59841199e-01 2.32907576e-01 1.00000000e+00 2.91850902e-01
 1.00000000e+00 7.17178021e-02 8.09551120e-01 0.00000000e+00
 0.00000000e+00 3.04179200e-01 1.00000000e+00 3.42250199e-02
 0.00000000e+00 6.79457496e-01 0.00000000e+00 7.15285355e-01
 1.00000000e+00 0.00000000e+00 9.67404457e-01 0.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 2.71610549e-03
 0.00000000e+00 1.13913537e-01 8.86086463e-01 0.00000000e+00
 0.00000000e+00 1.00000000e+00 3.31794035e-01 5.47488142e-01
 6.06235450e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 1.00000000e+00 1.74234759e-02 9.95630461e-01 3.10418231e-02
 1.00000000e+00 0.00000000e+00 1.00000000e+00 7.02230591e-02
 9.70985727e-01 8.86086463e-01 1.13913537e-01 8.85569435e-01
 0.00000000e+00 1.00000000e+00 0.00000000e+00 9.09716027e-01
 2.58804876e-02 1.00000000e+00 1.55998508e-01 9.76574106e-01
 0.00000000e+00 1.00000000e+00 0.00000000e+00 1.00000000e+00
 1.47406979e-01 9.71809799e-01 1.20854390e-01 1.00000000e+00
 0.00000000e+00 8.03021803e-01 2.25060230e-01 1.00000000e+00
 0.00000000e+00 9.79483828e-01 0.00000000e+00 1.00000000e+00
 5.22589862e-01 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.00000000e+00 7.44414558e-01 1.00000000e+00 1.00000000e+00
 1.00000000e+00 4.42700153e-01 9.38493365e-01 1.00000000e+00
 8.34280884e-01 9.03073941e-01 2.15088595e-05 6.15261473e-01
 8.03777369e-01 0.00000000e+00 1.00000000e+00 0.00000000e+00
 1.00000000e+00 0.00000000e+00 8.86086463e-01 0.00000000e+00
 2.62294606e-01 3.11592624e-01]",-3.420551052867993,COMPLETE
1,0.011398804277429897,0.3094554951795616,62,42,"[0.26110792 0.96349413 0.45199967 0.93005347 0.42972149 0.93211325
 0.28917916 0.96226535 0.90293613 0.55615251 0.71405756 0.98407148
 0.73086776 0.22793975 1.         0.10014613 0.18982191 0.10240348
 0.93990679 0.83733982 0.8003416  0.28746233 0.96185282 0.03772678
 0.66180478 0.67353819 0.89839419 0.3075927  0.17413711 0.4387392
 0.94902574 0.82059365 0.93408945 0.42648006 0.89455072 0.17249331
 0.69713678 0.39691426 0.92640075 0.         0.4246384  0.84642712
 0.98028144 0.22219005 0.19424218 0.98757791 0.42536217 0.3152659
 0.20379025 0.53487405 0.17558425 0.         0.20409838 0.58971976
 1.         0.34895867 0.69421267 0.71540484 0.98661552 0.99207702
 0.42495678 0.         0.32538801 0.02499325 0.35948122 0.08218473
 0.25127682 0.74917199 0.16414317 0.20132817 0.07043211 0.87332784
 0.         0.82517907 0.36082004 1.         0.05500963 0.92120741
 0.31691768 0.38175635 0.2540281  0.41961098 0.02771678 0.91805199
 0.91465165 1.         0.05589444 0.         0.00257547 0.64466205
 0.31018551 0.         0.31499329 0.16421696 0.07310924 0.74060404
 0.04867225 0.41788479]",-1.942485391977241,COMPLETE
2,0.47839179580240243,0.5704072042173127,119,65,"[0.93193811 0.05892412 0.72674995 0.         0.40216791 0.
 0.23419625 0.52142961 1.         0.03883581 0.89920243 0.
 1.         0.         1.         0.         0.75761303 0.03156697
 0.9665604  0.0254325  0.71977384 0.         1.         0.
 0.9515673  0.08455351 0.92521744 0.00876228 0.31008078 0.48882429
 0.36600722 0.20188694 1.         0.0429625  0.76544667 0.41989093
 0.76713183 0.83911796 0.         1.         0.97381599 0.08194556
 0.51097602 0.81307544 0.38357698 0.85281373 0.03329788 0.97821242
 0.38878443 0.40519873 0.61089253 0.57277791 1.         0.20862976
 0.51191009 0.83356635 0.25997496 0.84085366 0.24857558 1.
 0.05029452 0.84071297 0.03914268 0.86640084 0.96412517 0.06674088
 0.7377136  0.94709106 0.0189732  0.815524   0.29301128 0.99812784
 0.08030947 0.12962756 0.0540639  0.31837865 0.         0.47478814
 0.30805021 0.88796463 0.92850245 0.00101305 0.62345525 0.33907609
 0.         0.94457993 0.01459752 0.52010476 0.1084304  0.40569428
 0.07863638 0.53647754 0.09705864 1.         0.0017357  0.97636175
 0.         0.76165665]",-4.536091838289291,COMPLETE
3,0.7123745740820913,0.784806018042636,69,81,"[0.88901598 0.         1.         0.14347718 0.         0.22156361
 0.         1.         0.95936852 0.21519398 1.         0.64120716
 1.         0.         1.         0.0166491  1.         0.
 0.98631005 0.10363844 0.59823828 0.         1.         0.
 1.         0.41524711 0.06681958 1.         0.         1.
 0.52410446 0.46950621 1.         0.         0.2483132  0.12628548
 0.83194224 0.89750026 1.         1.         0.73545256 0.
 1.         0.23445466 0.00672435 1.         0.         0.
 0.80683121 0.23689114 1.         0.133256   0.21519398 0.75048944
 0.99103133 1.         0.         0.01413176 0.5694083  0.66988475
 0.         1.         0.         1.         1.         0.21519398
 0.2932606  0.         0.         1.         0.90227466 1.
 1.         0.         0.94214824 0.11018907 1.         1.
 0.22140002 0.97047137 0.51598594 0.         0.         0.21519398
 0.         0.61437714 0.3344934  0.55061204 0.89810815 1.
 0.29658586 0.73803799 0.14617661 0.92593126 0.         1.
 0.         0.75170922]",-3.1214082814007957,COMPLETE
4,0.9738552412004462,0.3601675252162789,26,30,"[1.00000000e+00 1.73985917e-02 9.99415332e-01 1.00000000e+00
 9.84688470e-01 1.94092980e-02 7.34626865e-01 3.70973370e-04
 9.39894687e-01 8.43851028e-01 6.14820107e-01 1.00000000e+00
 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 1.00000000e+00 3.67439338e-04 2.10259328e-03
 1.00000000e+00 9.66778314e-01 1.00000000e+00 2.23429564e-03
 1.00000000e+00 7.49317276e-01 3.04595220e-02 0.00000000e+00
 1.00000000e+00 1.07516144e-02 0.00000000e+00 1.00000000e+00
 2.31047350e-04 1.58860086e-01 0.00000000e+00 1.91332849e-02
 1.00000000e+00 0.00000000e+00 1.00000000e+00 6.08755182e-02
 0.00000000e+00 6.35182210e-03 3.25354779e-01 1.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 6.86013864e-03 6.49895042e-04 0.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 2.27489193e-02 7.10304878e-01
 9.75891971e-01 9.34297537e-01 1.00000000e+00 0.00000000e+00
 1.00000000e+00 1.00000000e+00 3.39960989e-03 1.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99901468e-01
 4.71456723e-02 1.00000000e+00 9.99616629e-02 0.00000000e+00
 0.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00
 1.00000000e+00 8.95131224e-01 9.95432978e-01 0.00000000e+00
 1.63995461e-02 1.00000000e+00 1.78520068e-01 1.00000000e+00
 1.45028360e-02 8.45505234e-04 1.00000000e+00 1.41875674e-01
 1.00000000e+00 0.00000000e+00 1.00000000e+00 9.78653430e-01
 1.00000000e+00 0.00000000e+00]",-2.0603255281878123,COMPLETE
5,0.9828705465534338,0.1592275490084903,43,15,"[0.00000000e+00 7.10955707e-01 1.00000000e+00 7.90671085e-01
 1.00000000e+00 0.00000000e+00 6.41754715e-01 0.00000000e+00
 8.55500294e-01 1.00000000e+00 9.99970628e-01 1.00000000e+00
 4.64022800e-01 4.40213060e-01 0.00000000e+00 4.35093169e-01
 1.42821742e-01 1.86253459e-06 1.00000000e+00 2.24630515e-05
 9.99920901e-01 1.59482674e-05 5.93252703e-01 0.00000000e+00
 7.72809619e-11 1.83328762e-01 6.75064320e-01 1.67275975e-01
 7.60035707e-01 6.90182399e-01 4.95724330e-01 0.00000000e+00
 8.63183232e-01 6.71285167e-01 0.00000000e+00 1.12971737e-01
 0.00000000e+00 1.00000000e+00 4.89275949e-01 0.00000000e+00
 9.98002196e-01 9.99205310e-01 6.01174796e-01 2.46370971e-09
 0.00000000e+00 7.08461369e-01 7.11817168e-01 3.80152046e-02
 1.19563837e-06 4.74790545e-04 9.93900793e-01 1.00000000e+00
 5.74851658e-01 6.96645514e-01 8.80939387e-01 2.16735147e-01
 7.68392548e-01 7.13327690e-01 5.76488692e-02 3.11465521e-01
 1.00000000e+00 9.99999306e-01 8.33101603e-01 0.00000000e+00
 9.97641929e-01 1.00000000e+00 1.28795477e-01 0.00000000e+00
 7.82630422e-01 3.15860837e-01 1.00000000e+00 8.56345817e-01
 0.00000000e+00 9.99998850e-01 3.38153299e-01 7.93176277e-01
 6.43785520e-01 7.09311336e-01 1.71412499e-02 9.99998563e-01
 1.00000000e+00 9.63398649e-01 1.00000000e+00 7.06261622e-08
 1.00000000e+00 9.99722908e-01 7.24324265e-06 8.10822769e-01
 2.77970663e-02 1.00000000e+00 5.13622473e-05 2.18108649e-01
 4.31465854e-06 4.32301467e-07 2.97763372e-01 7.93534292e-02
 0.00000000e+00 5.40724452e-01]",-1.8713369184429318,COMPLETE
6,0.22476993896804542,0.16384856027517886,617,37,"[9.99996624e-01 1.83612320e-02 9.99985833e-01 1.30977774e-01
 4.17710118e-01 6.82144985e-01 3.23072360e-01 5.31586824e-01
 9.99998138e-01 1.64891121e-06 9.99995104e-01 3.26616702e-06
 8.69899576e-01 6.78283735e-07 9.99999147e-01 5.26249425e-05
 9.76724568e-01 2.45601822e-06 9.99999588e-01 2.27538954e-03
 9.86530827e-01 5.43823465e-06 8.77798313e-01 9.97720571e-05
 7.46885085e-01 0.00000000e+00 6.52379330e-01 7.29034552e-02
 2.30907496e-01 6.92962293e-01 5.92774323e-02 8.63910152e-01
 9.99991443e-01 1.14291099e-01 5.32109638e-01 4.25945104e-01
 6.78912474e-01 6.97596082e-01 5.43877526e-01 7.37444406e-01
 7.06971290e-01 3.11514027e-01 2.59102358e-01 8.51636007e-01
 1.54977843e-01 6.97726506e-01 3.85059756e-05 8.71530888e-01
 8.49625371e-01 7.89301773e-02 9.03516987e-01 2.23746712e-01
 8.02786957e-01 2.29433844e-01 5.79513484e-01 4.60518461e-01
 1.02154784e-01 9.82296758e-01 2.21585999e-01 9.99990059e-01
 3.51013487e-02 9.99998286e-01 2.08049491e-07 9.99950383e-01
 8.04796558e-01 4.84672378e-02 7.02278997e-01 5.19557205e-01
 9.82500346e-02 6.43888992e-01 2.12135094e-01 9.97673959e-01
 5.33984424e-01 5.08128209e-06 4.48581399e-01 7.24043889e-01
 4.05213069e-01 5.14434506e-01 2.81697651e-01 9.26812481e-01
 4.06105331e-01 3.53611742e-01 1.58719711e-02 5.77365268e-01
 1.08165917e-06 9.99998951e-01 4.78789831e-05 5.28382287e-01
 2.32235599e-01 7.86381876e-01 2.19076637e-04 6.43106503e-01
 1.90812323e-01 9.70182546e-01 1.16231917e-06 9.99994152e-01
 1.03114179e-07 8.90785488e-01]",-5.187398250827602,COMPLETE
7,0.9847494372852713,0.41091545079808034,49,10,"[1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 8.01022452e-01 6.87900452e-01 1.79652824e-01 0.00000000e+00
 1.93077513e-01 9.90466777e-01 1.11173786e-01 1.57501419e-03
 2.44341940e-05 1.00000000e+00 1.00000000e+00 1.59157462e-02
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.00000000e+00 0.00000000e+00 2.10961307e-01 1.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.31270158e-01
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.49647263e-01 0.00000000e+00 1.00000000e+00 9.14306252e-01
 0.00000000e+00 1.00000000e+00 8.85253772e-01 1.56002686e-03
 1.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.00000000e+00 9.97906189e-01 0.00000000e+00 9.99759953e-01
 4.87421757e-01 5.00733822e-01 1.00000000e+00 9.97332193e-01
 0.00000000e+00 9.18004796e-01 0.00000000e+00 1.74972254e-01
 1.00000000e+00 2.10465084e-01 6.47187859e-01 5.35995058e-01
 9.99227872e-01 4.38540604e-02 1.00000000e+00 3.29001526e-01
 9.91360640e-01 0.00000000e+00 5.10695942e-01 4.13795739e-02
 0.00000000e+00 1.00000000e+00 0.00000000e+00 9.87167651e-01
 0.00000000e+00 0.00000000e+00 3.41978844e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48168054e-01 0.00000000e+00 3.34138249e-01 0.00000000e+00
 1.00000000e+00 0.00000000e+00 8.98039160e-01 0.00000000e+00
 1.00000000e+00 1.00000000e+00 0.00000000e+00 2.62623306e-01
 0.00000000e+00 5.93627645e-01 0.00000000e+00 0.00000000e+00
 1.00000000e+00 9.40149266e-01]",-1.8700011909155136,COMPLETE
8,0.7641601313659601,0.4428630002834677,42,243,"[9.25144027e-01 0.00000000e+00 9.34994840e-01 1.89799503e-01
 1.00000000e+00 7.75394067e-01 3.65225657e-01 5.82604871e-01
 8.16788039e-01 3.02423930e-01 6.35871303e-01 0.00000000e+00
 8.37062508e-01 7.38560796e-01 6.82835369e-01 8.75970617e-01
 8.83589196e-01 2.86612658e-01 7.74419525e-01 3.23232861e-01
 3.34617034e-01 3.04664062e-01 5.93797745e-01 5.02757138e-01
 5.07482152e-01 2.73771772e-01 9.76396004e-01 0.00000000e+00
 7.29650988e-01 2.08290308e-01 5.32518361e-01 4.76945230e-01
 8.99725684e-01 1.60567503e-01 4.89863615e-01 2.34512421e-02
 6.57337581e-01 4.69954266e-01 8.40730922e-01 3.68844017e-01
 1.00000000e+00 3.65876041e-01 1.50144270e-01 7.74892420e-01
 1.21459787e-01 9.51446193e-01 0.00000000e+00 0.00000000e+00
 5.51588884e-01 1.10307302e-01 1.00000000e+00 0.00000000e+00
 9.69394995e-01 0.00000000e+00 7.04400064e-01 9.66544412e-01
 5.66961254e-01 4.92537328e-01 8.34257287e-01 7.55329568e-01
 2.73104348e-01 9.59195903e-01 1.97533137e-01 6.66471564e-01
 8.44952733e-01 0.00000000e+00 7.56054392e-01 1.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00 6.53575423e-01
 2.69255999e-01 6.80103465e-01 0.00000000e+00 1.00000000e+00
 0.00000000e+00 9.80809448e-01 0.00000000e+00 9.89530432e-01
 1.42573784e-01 2.69211233e-01 8.03872363e-01 1.50078284e-01
 0.00000000e+00 8.34693454e-01 0.00000000e+00 1.74980357e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.65553119e-01
 0.00000000e+00 5.40998700e-04 0.00000000e+00 1.00000000e+00
 1.34991633e-01 0.00000000e+00]",-3.1533610918004698,COMPLETE
9,0.2701457415914653,0.48922833951137423,186,151,"[0.99934645 0.12151329 0.96961312 0.19261641 0.64225261 0.44760432
 0.28963197 0.38815507 0.93906683 0.         0.98172089 0.
 0.99821496 0.00392646 0.9765709  0.06789231 0.92160271 0.02504662
 0.95045243 0.00255421 1.         0.         0.97630304 0.
 0.98629907 0.         0.75514668 0.07055036 0.42339175 0.97930235
 0.18340071 0.86485774 0.9730268  0.45466959 0.55140768 0.72189896
 0.74269169 0.78500453 0.31506372 0.77955493 1.         0.05171883
 0.41611407 0.79538982 0.41220025 0.60304314 0.09267966 0.69932014
 0.58434978 0.15782728 0.67445155 0.45617996 0.70283461 0.39164944
 0.60551553 0.59647288 0.         0.83531038 0.09641797 0.93643347
 0.10841    0.98258466 0.00572947 0.93660912 0.66656988 0.07430739
 0.76029953 0.42680807 0.08087192 0.66083159 0.07694295 0.99615781
 0.3631137  0.08909936 0.19736527 0.83439114 0.28952971 0.78367054
 0.00562696 0.95831664 0.7498467  0.19332448 0.30186596 0.4866545
 0.0368589  1.         0.01399563 0.26647653 0.0019947  0.72111301
 0.00252398 0.67647268 0.14002027 0.82548836 0.         0.92845378
 0.         0.73519341]",-5.0892611471839375,COMPLETE
