trial_number,l1_smooth,dropout_rate,lr_max,n_epoch,num_layers,num_resblocks,num_units_layer_0,num_units_layer_1,num_units_layer_2,num_units_layer_3,num_units_layer_4,use_batchnorm,use_dropout,use_resblocks,mae,mse,rmse,state
150,0.06485006958246231,0.613084448813043,0.006882954753350771,230,2,,241,17.0,,,,True,False,False,0.25015532970428467,0.13313591480255127,0.36487793922424316,COMPLETE
151,0.06480669230222702,0.6967370640255646,0.00813221582055617,258,2,,197,16.0,,,,True,False,False,0.2417823225259781,0.13469626009464264,0.36700987815856934,COMPLETE
152,0.06054529920220375,0.6576777403840172,0.009986863005020054,276,2,,217,19.0,,,,True,False,False,0.2351817637681961,0.12764304876327515,0.357271671295166,COMPLETE
153,0.12003479897975922,0.6611786485215542,3.223627214935115e-05,276,2,,223,19.0,,,,True,False,False,0.3790517747402191,0.25858691334724426,0.5085144639015198,COMPLETE
154,0.06472057104110718,0.64193186057288,0.00809531934402031,244,2,,211,18.0,,,,True,False,False,0.24445338547229767,0.13693691790103912,0.3700498938560486,COMPLETE
155,0.06516790390014648,0.6722919775348737,0.0062466318541628645,280,2,,240,22.0,,,,True,False,False,0.24320052564144135,0.13876596093177795,0.3725130259990692,COMPLETE
156,0.06420844048261642,0.5908528544691327,0.008164849218469813,224,2,,223,20.0,,,,True,False,False,0.24282245337963104,0.13299626111984253,0.364686518907547,COMPLETE
157,0.06505206972360611,0.6267711760786198,0.009987997157001454,255,2,,241,16.0,,,,True,False,False,0.238723024725914,0.1374487429857254,0.3707408010959625,COMPLETE
158,0.06797900050878525,0.6571312476967086,0.0056910118908187505,300,2,,229,17.0,,,,True,False,False,0.24560736119747162,0.1431356817483902,0.3783327639102936,COMPLETE
159,0.06399527192115784,0.70223991895076,0.006849273011166718,209,2,,255,21.0,,,,True,False,False,0.24660611152648926,0.13616327941417694,0.3690030872821808,COMPLETE
160,0.09129750728607178,0.7378489037611465,0.004851021450859779,243,2,,42,19.0,,,,True,False,False,0.30030557513237,0.19332267343997955,0.4396847188472748,COMPLETE
161,0.06497503072023392,0.6872517986292309,0.009976831467288576,268,2,,196,18.0,,,,True,False,False,0.24423815310001373,0.1406780183315277,0.3750706613063812,COMPLETE
162,0.06258747726678848,0.6825121338637952,0.008448757778930277,262,2,,213,26.0,,,,True,False,False,0.24503763020038605,0.13029605150222778,0.36096543073654175,COMPLETE
163,0.062456175684928894,0.6355282178628885,0.008014085727387342,280,2,,209,25.0,,,,True,False,False,0.24034348130226135,0.12897230684757233,0.35912713408470154,COMPLETE
164,0.06540479511022568,0.6675112028978155,0.007139177852825415,282,2,,207,25.0,,,,True,False,False,0.24348235130310059,0.13678941130638123,0.3698505163192749,COMPLETE
165,0.06809129565954208,0.6545547090067908,0.008518379064501145,255,2,,178,27.0,,,,True,False,False,0.2517203986644745,0.13979199528694153,0.37388765811920166,COMPLETE
166,0.06495193392038345,0.7191348816311751,0.006111083046048376,277,2,,216,22.0,,,,True,False,False,0.24442967772483826,0.13665175437927246,0.36966440081596375,COMPLETE
167,0.06401490420103073,0.6823706350252976,0.007082228595074733,235,2,,241,25.0,,,,True,False,False,0.23909886181354523,0.13269305229187012,0.36427053809165955,COMPLETE
168,0.07879846543073654,0.6412965327305999,0.008537769797882403,91,2,,190,30.0,,,,True,False,False,0.2696984112262726,0.1656508594751358,0.4070022702217102,COMPLETE
169,0.25339019298553467,0.618354414417077,4.86709896904658e-06,282,2,,229,27.0,,,,True,False,False,0.588058590888977,0.5602828860282898,0.7485204339027405,COMPLETE
170,0.38412216305732727,0.7021016515264085,0.003637880398933386,256,2,1.0,212,21.0,,,,True,True,True,0.7815113067626953,0.8472265601158142,0.9204490780830383,COMPLETE
171,0.06464169174432755,0.6347239093759158,0.008401757063636689,217,2,,219,24.0,,,,True,False,False,0.24661706387996674,0.13564282655715942,0.3682972192764282,COMPLETE
172,0.06513530761003494,0.6516748996259202,0.009881013850212261,242,2,,246,17.0,,,,True,False,False,0.24486495554447174,0.13431166112422943,0.3664855360984802,COMPLETE
173,0.06026742607355118,0.6727144663317162,0.0072248051293338,300,2,,256,20.0,,,,True,False,False,0.22932615876197815,0.12792369723320007,0.35766419768333435,COMPLETE
174,0.05944502726197243,0.6723068781992126,0.005289026209643133,285,2,,254,20.0,,,,True,False,False,0.23196640610694885,0.12432394176721573,0.3525960147380829,COMPLETE
175,0.06368441134691238,0.6719839814762685,0.005033988297024258,298,2,,254,20.0,,,,True,False,False,0.24330148100852966,0.13151416182518005,0.36264878511428833,COMPLETE
176,0.06695766746997833,0.6593913386031117,0.006181350154041366,272,2,,233,19.0,,,,True,False,False,0.2507956326007843,0.13810110092163086,0.3716195821762085,COMPLETE
177,0.0863255187869072,0.679409256205323,0.000784620078424228,284,2,,203,21.0,,,,True,False,False,0.2895267605781555,0.1865166276693344,0.43187567591667175,COMPLETE
178,0.06581636518239975,0.6051458752845174,0.004182142194334503,299,2,,233,20.0,,,,True,False,False,0.24619729816913605,0.13456743955612183,0.3668343722820282,COMPLETE
179,0.06391781568527222,0.6433591138133363,0.007055774090042787,264,2,,255,22.0,,,,True,False,False,0.24051763117313385,0.13415572047233582,0.36627277731895447,COMPLETE
180,0.061921171844005585,0.6692872500972883,0.005554902965964763,273,2,,213,19.0,,,,True,False,False,0.23651817440986633,0.1262681484222412,0.35534223914146423,COMPLETE
181,0.06693258136510849,0.6674880750926216,0.00539935657073752,267,2,,216,18.0,,,,True,False,False,0.24776437878608704,0.1405765265226364,0.3749353289604187,COMPLETE
182,0.060459576547145844,0.6840705189841368,0.007141603991500219,300,2,,231,19.0,,,,True,False,False,0.23079156875610352,0.12485120445489883,0.3533428907394409,COMPLETE
183,0.059612616896629333,0.6843898301054283,0.006034603549856761,300,2,,208,20.0,,,,True,False,False,0.2359379529953003,0.12263485789299011,0.3501926064491272,COMPLETE
184,0.0697224959731102,0.7082722801430142,0.004405409061807047,285,2,,243,19.0,,,,True,False,False,0.25203248858451843,0.1489747315645218,0.38597244024276733,COMPLETE
185,0.060345135629177094,0.6965837540592343,0.006274527360633741,299,2,,198,20.0,,,,True,False,False,0.2325318604707718,0.12704069912433624,0.3564276397228241,COMPLETE
186,0.06651731580495834,0.6954704220482042,0.005676233725233075,289,2,,188,20.0,,,,True,False,False,0.24972963333129883,0.1390223503112793,0.372857004404068,COMPLETE
187,0.06255236268043518,0.7223894305484108,0.00635714270760244,248,2,,201,17.0,,,,True,False,False,0.23847734928131104,0.13102567195892334,0.36197468638420105,COMPLETE
188,0.06352116167545319,0.6674095766366049,0.0034323278296084195,299,2,,227,19.0,,,,True,False,False,0.24516801536083221,0.1301080733537674,0.3607049584388733,COMPLETE
189,0.07103767991065979,0.7115651716661966,0.0048807443203095005,233,2,,243,21.0,,,,True,False,False,0.2531447410583496,0.15060220658779144,0.38807499408721924,COMPLETE
190,0.06427904218435287,0.6864479662945436,0.006844756873974159,268,2,,234,18.0,,,,True,False,False,0.23850351572036743,0.13428406417369843,0.36644792556762695,COMPLETE
191,0.06436531990766525,0.6545469581034511,0.007239218640727869,300,2,,207,22.0,,,,True,False,False,0.23861591517925262,0.13496871292591095,0.36738085746765137,COMPLETE
192,0.06406475603580475,0.6728750468454153,0.005764858815357413,283,2,,219,238.0,,,,True,False,False,0.24022413790225983,0.13396383821964264,0.36601072549819946,COMPLETE
193,0.06459915637969971,0.6948581367813188,0.007492924307858054,254,2,,255,20.0,,,,True,False,False,0.24502141773700714,0.13606193661689758,0.3688657283782959,COMPLETE
194,0.0712059810757637,0.6518883764319223,0.004290472032281374,276,2,,194,19.0,,,,True,False,False,0.25685104727745056,0.14863131940364838,0.3855273127555847,COMPLETE
195,0.0667896494269371,0.6805720344062189,0.007728149647973834,248,2,,224,23.0,,,,True,False,False,0.2529626786708832,0.1380366086959839,0.37153276801109314,COMPLETE
196,0.06620077043771744,0.6638676702536991,0.005424699281840495,269,2,,174,17.0,,,,True,False,False,0.24685116112232208,0.1362832486629486,0.3691656291484833,COMPLETE
197,0.05956001952290535,0.7343022766719514,0.006429534437637306,283,2,,205,18.0,,,,True,False,False,0.23575158417224884,0.12225287407636642,0.34964677691459656,COMPLETE
198,0.06677199900150299,0.7381059314351136,0.00628616957251477,231,2,,237,18.0,,,,True,False,False,0.2466101497411728,0.13904160261154175,0.3728828430175781,COMPLETE
199,0.07745760679244995,0.7185805520856204,0.005145560296103787,296,2,,55,19.0,,,,True,False,False,0.2691405117511749,0.16023273766040802,0.4002908170223236,COMPLETE
200,0.09982044249773026,0.7315664668843512,0.009955589557930623,42,2,,184,17.0,,,,True,False,False,0.3228815197944641,0.22333616018295288,0.4725845456123352,COMPLETE
201,0.061810411512851715,0.7012533273307299,0.007689962211540478,278,2,,205,21.0,,,,True,False,False,0.23726658523082733,0.12955428659915924,0.35993650555610657,COMPLETE
202,0.06038379669189453,0.7066499509146456,0.006617095360698433,299,2,,200,21.0,,,,True,False,False,0.23653154075145721,0.12465574592351913,0.35306620597839355,COMPLETE
203,0.06514352560043335,0.7479147328408591,0.006899073426420001,260,2,,196,21.0,,,,True,False,False,0.24158763885498047,0.1406954675912857,0.3750939667224884,COMPLETE
204,0.06534288823604584,0.6947457998175958,0.008325382515800403,271,2,,220,20.0,,,,True,False,False,0.2449268251657486,0.13547436892986298,0.3680684268474579,COMPLETE
205,0.0621606819331646,0.7074246479703217,0.006493826121833896,246,2,,242,22.0,,,,True,False,False,0.2380387783050537,0.1286492645740509,0.35867708921432495,COMPLETE
206,0.06426513195037842,0.7264699343181582,0.007999561096649047,279,2,,256,21.0,,,,True,False,False,0.2417868673801422,0.13390523195266724,0.36593061685562134,COMPLETE
207,0.36750733852386475,0.7033838555913191,0.006154122576249133,259,2,4.0,229,19.0,,,,True,True,True,0.7502684593200684,0.8074555993080139,0.898585319519043,COMPLETE
208,0.061539240181446075,0.6856395086923243,0.008708230557889962,283,2,,204,104.0,,,,True,False,False,0.2319841831922531,0.12821656465530396,0.3580734133720398,COMPLETE
209,0.06502694636583328,0.6895204971032135,0.007026302546320244,300,2,,200,18.0,,,,True,False,False,0.24233269691467285,0.13508333265781403,0.36753684282302856,COMPLETE
210,0.06505699455738068,0.7168244091443012,0.0050745755450388,280,2,,187,98.0,,,,True,False,False,0.24186764657497406,0.13254912197589874,0.3640729486942291,COMPLETE
211,0.06216949597001076,0.6823037698076377,0.008651504382299006,258,2,,212,128.0,,,,True,False,False,0.23654386401176453,0.12712372839450836,0.3565441071987152,COMPLETE
212,0.06758518517017365,0.7025755256970513,0.008323804517497218,241,2,,225,193.0,,,,True,False,False,0.24663180112838745,0.14142458140850067,0.37606459856033325,COMPLETE
213,0.06266673654317856,0.673119684704013,0.009986069957663418,299,2,,204,20.0,,,,True,False,False,0.23714150488376617,0.1283968985080719,0.35832512378692627,COMPLETE
214,0.06685958802700043,0.6535640672601584,0.007333591934169494,275,2,,241,23.0,,,,True,False,False,0.2448233962059021,0.14356574416160583,0.3789006769657135,COMPLETE
215,0.06826821714639664,0.2535589418400511,0.006115172320605239,261,2,,218,73.0,,,,True,False,False,0.24591064453125,0.14407800137996674,0.37957608699798584,COMPLETE
216,0.09259503334760666,0.6851979544444592,0.0002358328135394417,278,2,,231,20.0,,,,True,False,False,0.29717376828193665,0.2041410654783249,0.4518197178840637,COMPLETE
217,0.061164792627096176,0.6600122184889938,0.009991312070823363,237,2,,196,107.0,,,,True,False,False,0.23554624617099762,0.12589538097381592,0.35481736063957214,COMPLETE
218,0.06554817408323288,0.6669037888263513,0.009861348394448795,226,2,,167,112.0,,,,True,False,False,0.24708721041679382,0.13645483553409576,0.36939793825149536,COMPLETE
219,0.061143193393945694,0.6973908495632046,0.007553403858296847,240,2,,190,96.0,,,,True,False,False,0.2333262860774994,0.1280842274427414,0.3578885495662689,COMPLETE
220,0.06631794571876526,0.7094831811487363,0.008143731660937882,235,2,,195,115.0,,,,True,False,False,0.2410830706357956,0.13968545198440552,0.3737451136112213,COMPLETE
221,0.5810388326644897,0.6950287169729579,1.0069121607654386e-06,18,2,,179,101.0,,,,True,False,False,1.0030056238174438,1.343535304069519,1.1591095924377441,COMPLETE
222,0.06360969692468643,0.7305155487317296,0.0071365459607660685,283,2,,204,95.0,,,,True,False,False,0.23927144706249237,0.1313614696264267,0.36243826150894165,COMPLETE
223,0.06721245497465134,0.676909159234713,0.005962924651861462,246,2,,188,111.0,,,,True,False,False,0.2480105608701706,0.143446147441864,0.37874284386634827,COMPLETE
224,0.06436652690172195,0.7515626731752821,0.008347075636133714,265,2,,216,106.0,,,,True,False,False,0.24451394379138947,0.13520501554012299,0.36770233511924744,COMPLETE
225,0.06197469308972359,0.689803130359559,0.009960169673905324,285,2,,200,132.0,,,,True,False,False,0.2290051132440567,0.12833209335803986,0.358234703540802,COMPLETE
226,0.062815822660923,0.6603052051169934,0.007081909082574424,249,2,,208,106.0,,,,True,False,False,0.23718619346618652,0.13006052374839783,0.3606390357017517,COMPLETE
227,0.06370473653078079,0.7048320598297283,0.005670934313793306,297,2,,217,93.0,,,,True,False,False,0.2410667985677719,0.13054941594600677,0.3613162338733673,COMPLETE
228,0.05689720809459686,0.13608339480761494,0.008294992440461987,300,2,,189,161.0,,,,True,False,False,0.22863972187042236,0.11756443977355957,0.34287673234939575,COMPLETE
229,0.07707555592060089,0.409842838098927,0.008390960942268254,264,2,,32,180.0,,,,True,False,False,0.26780185103416443,0.15993328392505646,0.3999165892601013,COMPLETE
230,0.08328890055418015,0.7182796181705828,0.007144031226723785,75,2,,159,147.0,,,,True,False,False,0.283046692609787,0.17482972145080566,0.4181264042854309,COMPLETE
231,0.06326109915971756,0.210298146229473,0.008467309321872656,282,2,,181,84.0,,,,True,False,False,0.24205689132213593,0.13487783074378967,0.36725714802742004,COMPLETE
232,0.06610484421253204,0.3594905467150838,0.006484272771615904,299,2,,193,125.0,,,,True,False,False,0.24902597069740295,0.13648264110088348,0.369435578584671,COMPLETE
233,0.06384556740522385,0.3796308760497402,0.009891017253656953,300,2,,229,140.0,,,,True,False,False,0.23871800303459167,0.13379314541816711,0.3657774329185486,COMPLETE
234,0.0670538991689682,0.27673119928861867,0.005070904204672842,268,2,,209,199.0,,,,True,False,False,0.24681255221366882,0.1392204463481903,0.37312254309654236,COMPLETE
235,0.06562922894954681,0.6763218269892414,0.007765980622534177,275,2,,195,18.0,,,,True,False,False,0.24511104822158813,0.13465388119220734,0.36695215106010437,COMPLETE
236,0.062129128724336624,0.15506732143311447,0.006309426082164593,237,2,,241,19.0,,,,True,False,False,0.2360401302576065,0.13012365996837616,0.36072656512260437,COMPLETE
237,0.06607923656702042,0.6523012628820236,0.008549232104548136,252,2,,173,163.0,,,,True,False,False,0.2446521371603012,0.13750556111335754,0.3708174228668213,COMPLETE
238,0.06546508520841599,0.3438304606041948,0.007221022370702699,283,2,,219,122.0,,,,True,False,False,0.23956432938575745,0.1396547108888626,0.37370404601097107,COMPLETE
239,0.0690944567322731,0.6825283304676452,0.005491493156237184,221,2,,203,86.0,,,,True,False,False,0.2531241774559021,0.14422015845775604,0.37976327538490295,COMPLETE
240,0.07633696496486664,0.11276600972391902,0.009951678607316088,300,2,,230,21.0,,,,True,True,False,0.29769670963287354,0.1592717468738556,0.39908862113952637,COMPLETE
241,0.0630834549665451,0.6445001933374246,0.00837353484428541,258,2,,246,22.0,,,,True,False,False,0.23759962618350983,0.13260407745838165,0.36414843797683716,COMPLETE
242,0.06351694464683533,0.66646635083938,0.00707234665395714,267,2,,255,20.0,,,,True,False,False,0.2380937933921814,0.13481807708740234,0.36717578768730164,COMPLETE
243,0.06653066724538803,0.6269159548406387,0.009960813639805492,247,2,,238,18.0,,,,True,False,False,0.24408014118671417,0.143320232629776,0.3785765767097473,COMPLETE
244,0.059650719165802,0.6588492752746582,0.00833054337747405,279,2,,220,23.0,,,,True,False,False,0.23182329535484314,0.12483683973550797,0.3533225655555725,COMPLETE
245,0.09402751177549362,0.6581555152003594,0.006114922752234531,281,2,5.0,213,24.0,,,,True,False,True,0.29658159613609314,0.199551522731781,0.44671186804771423,COMPLETE
246,0.06285979598760605,0.6911721802281716,0.007452568465867559,278,2,,187,214.0,,,,True,False,False,0.23716236650943756,0.12852515280246735,0.3585040271282196,COMPLETE
247,0.06363164633512497,0.670162041264404,0.00825536077901477,266,2,,225,19.0,,,,True,False,False,0.23557773232460022,0.13326765596866608,0.36505842208862305,COMPLETE
248,0.06699379533529282,0.6988670415491518,0.004810228089167448,298,2,,203,60.0,,,,True,False,False,0.2434830218553543,0.1402967870235443,0.37456214427948,COMPLETE
249,0.06810766458511353,0.6795637572043471,0.0064688652045129915,231,2,,216,21.0,,,,True,False,False,0.2509915232658386,0.14037321507930756,0.3746640980243683,COMPLETE
250,0.06322885304689407,0.6492188701223407,0.008586198395476172,280,2,,226,16.0,,,,True,False,False,0.23954065144062042,0.13066235184669495,0.3614724576473236,COMPLETE
251,0.06516123563051224,0.4296585970722093,0.007360709419458462,255,2,,191,19.0,,,,True,False,False,0.24494668841362,0.13655681908130646,0.3695359528064728,COMPLETE
252,0.06662771105766296,0.6657572171279073,0.005616000865587657,240,2,,208,166.0,,,,True,False,False,0.2481231391429901,0.1400793343782425,0.3742717504501343,COMPLETE
253,0.05927319824695587,0.7039342464661476,0.008559051591975064,300,2,,238,17.0,,,,True,False,False,0.2341829091310501,0.12434360384941101,0.3526238799095154,COMPLETE
254,0.06484709680080414,0.7375343870020942,0.008631520976678188,297,3,,239,17.0,20.0,,,True,False,False,0.24311962723731995,0.13346433639526367,0.3653276860713959,COMPLETE
255,0.06052640825510025,0.7181439882112546,0.007367422469028353,300,2,,233,16.0,,,,True,False,False,0.23317255079746246,0.1293247938156128,0.35961756110191345,COMPLETE
256,0.06291019171476364,0.7215397110758526,0.008647096215510379,299,2,,241,16.0,,,,True,False,False,0.24113944172859192,0.1317215859889984,0.3629346787929535,COMPLETE
257,0.06516700983047485,0.7277978899845805,0.006703837810370958,300,2,,256,17.0,,,,True,False,False,0.24737532436847687,0.1330661028623581,0.36478227376937866,COMPLETE
258,0.11152147501707077,0.7136255760746906,4.434940359994539e-05,264,2,,232,16.0,,,,True,False,False,0.35013654828071594,0.2419913411140442,0.4919261634349823,COMPLETE
259,0.06310885399580002,0.6930718463604534,0.009069517552343895,283,2,,226,18.0,,,,True,False,False,0.23951193690299988,0.13016079366207123,0.3607780337333679,COMPLETE
260,0.09198620915412903,0.6328376717506501,0.009881602605432253,55,2,,243,17.0,,,,True,False,False,0.3074067234992981,0.19739648699760437,0.4442932605743408,COMPLETE
261,0.06669071316719055,0.7082643731920283,0.007031551893098238,258,2,,224,18.0,,,,True,False,False,0.2526406943798065,0.14036403596401215,0.3746519088745117,COMPLETE
262,0.0617402046918869,0.6832649489363047,0.006317144505936699,280,2,,234,16.0,,,,True,False,False,0.23811225593090057,0.12718501687049866,0.3566300570964813,COMPLETE
263,0.07876817137002945,0.6872908132305585,0.004365553857519344,270,2,,244,22.0,,,,False,False,False,0.27223721146583557,0.16802576184272766,0.4099094569683075,COMPLETE
264,0.06431522220373154,0.7414398805260541,0.005938734810933159,283,2,,235,16.0,,,,True,False,False,0.23986493051052094,0.13698576390743256,0.37011587619781494,COMPLETE
265,0.3810867965221405,0.702962564305668,0.006947148827236389,300,2,1.0,253,24.0,,,,True,True,True,0.7707762718200684,0.8402360677719116,0.9166439175605774,COMPLETE
266,0.06630170345306396,0.6826615711119343,0.00604255360038281,280,2,,218,66.0,,,,True,False,False,0.23854301869869232,0.14420901238918304,0.3797486126422882,COMPLETE
267,0.062790647149086,0.46192690677342885,0.007634017351946936,250,2,,232,17.0,,,,True,False,False,0.241678848862648,0.13038919866085052,0.36109447479248047,COMPLETE
268,0.06865765154361725,0.7167160498651639,0.004797953716636547,300,1,,201,,,,,True,False,False,0.2516081929206848,0.14278653264045715,0.377871036529541,COMPLETE
269,0.06240684166550636,0.6787706488252204,0.007622205318244044,268,2,,242,20.0,,,,True,False,False,0.23687942326068878,0.13177184760570526,0.3630039095878601,COMPLETE
270,0.06415650248527527,0.6976610553698492,0.005364079473184211,227,2,,218,73.0,,,,True,False,False,0.239664688706398,0.13367997109889984,0.36562269926071167,COMPLETE
271,0.06551437824964523,0.7302455385751805,0.009798006299563303,284,2,,179,255.0,,,,True,False,False,0.2461598664522171,0.13733407855033875,0.3705861270427704,COMPLETE
272,0.06444704532623291,0.6621975699153795,0.006499162829089482,245,2,,194,16.0,,,,True,False,False,0.2414526790380478,0.1376889944076538,0.3710646629333496,COMPLETE
273,0.12200815975666046,0.7493693983302581,1.6096539558703136e-05,264,2,,231,18.0,,,,True,False,False,0.3877829909324646,0.26473909616470337,0.5145280361175537,COMPLETE
274,0.061993278563022614,0.6479117113859425,0.008273167203425481,278,2,,212,19.0,,,,True,False,False,0.23405885696411133,0.12976710498332977,0.36023202538490295,COMPLETE
275,0.08811371773481369,0.6790784850116013,0.0011498071852010193,215,2,,253,22.0,,,,True,False,False,0.2815442383289337,0.19891515374183655,0.44599905610084534,COMPLETE
276,0.0660083219408989,0.1507446865016147,0.004206102768764822,299,2,,230,23.0,,,,True,False,False,0.2491564154624939,0.14061011373996735,0.3749801516532898,COMPLETE
277,0.061581265181303024,0.7073817471502755,0.006143489028967682,240,2,,199,20.0,,,,True,False,False,0.240419402718544,0.12625181674957275,0.3553193211555481,COMPLETE
278,0.06409719586372375,0.7151886134316545,0.007677889721058256,231,2,,195,107.0,,,,True,False,False,0.24145008623600006,0.13478706777095795,0.36713358759880066,COMPLETE
279,0.06371664255857468,0.704891683802713,0.009967903927549648,245,2,,188,20.0,,,,True,False,False,0.23833821713924408,0.13330696523189545,0.3651122748851776,COMPLETE
280,0.07039482891559601,0.7264793187131134,0.005073073720088769,266,2,,170,21.0,,,,True,False,False,0.25782471895217896,0.14706334471702576,0.38348838686943054,COMPLETE
281,0.1210467740893364,0.6157543794508471,0.0004462261939193979,30,2,,205,19.0,,,,True,False,False,0.3740452826023102,0.2578543424606323,0.5077936053276062,COMPLETE
282,0.10218051075935364,0.49030982025390146,0.00013705064922085725,241,2,,214,18.0,,,,False,False,False,0.3363252878189087,0.22356612980365753,0.47282782196998596,COMPLETE
283,0.0660494863986969,0.6978738048637915,0.007224856210338799,211,2,,183,92.0,,,,True,False,False,0.24386273324489594,0.13941040635108948,0.3733770549297333,COMPLETE
284,0.40840867161750793,0.7607642231567712,0.008508752123290749,259,2,,203,20.0,,,,True,True,False,0.8089146614074707,0.9118040204048157,0.9548842906951904,COMPLETE
285,0.10014957189559937,0.6372906747201347,0.005754665543122407,223,2,,23,24.0,,,,True,False,False,0.3153022825717926,0.2104562520980835,0.45875510573387146,COMPLETE
286,0.07479728758335114,0.6641830915689858,0.006715420091746342,107,2,,256,21.0,,,,True,False,False,0.2632100582122803,0.15814906358718872,0.3976796269416809,COMPLETE
287,0.09206538647413254,0.520768410808976,0.008393615776968224,282,2,4.0,222,18.0,,,,True,False,True,0.2933090925216675,0.19106170535087585,0.43710607290267944,COMPLETE
288,0.06791099905967712,0.6942365512581231,0.004883344164742279,254,2,,192,100.0,,,,True,False,False,0.24947614967823029,0.14278943836688995,0.37787488102912903,COMPLETE
289,0.06415575742721558,0.7125192336521528,0.009738133796178506,299,2,,211,22.0,,,,True,False,False,0.24528144299983978,0.13212214410305023,0.36348608136177063,COMPLETE
290,0.08313501626253128,0.7395054074573312,0.006126765677646599,139,2,,67,20.0,,,,True,False,False,0.282919317483902,0.17233964800834656,0.4151380956172943,COMPLETE
291,0.06432948261499405,0.6500865127754442,0.0035667849609096135,237,2,,244,19.0,,,,True,False,False,0.24173124134540558,0.13402476906776428,0.3660939335823059,COMPLETE
292,0.06388619542121887,0.6692026424151369,0.007726892197489322,267,2,,222,17.0,,,,True,False,False,0.2411576509475708,0.13309626281261444,0.364823579788208,COMPLETE
293,0.06178923323750496,0.6879543124534192,0.006925548911317438,196,2,,201,25.0,,,,True,False,False,0.23893888294696808,0.1294001042842865,0.3597222566604614,COMPLETE
294,0.06433423608541489,0.7201262787600236,0.008653675110817292,282,2,,177,18.0,,,,True,False,False,0.24393720924854279,0.13276821374893188,0.36437374353408813,COMPLETE
295,0.07039247453212738,0.22580932392600453,0.005560233168891163,253,2,,233,23.0,,,,True,False,False,0.251376211643219,0.15643367171287537,0.39551693201065063,COMPLETE
296,0.06096941977739334,0.6739420868510277,0.007391979039444093,282,2,,211,21.0,,,,True,False,False,0.2353152483701706,0.12645795941352844,0.35560929775238037,COMPLETE
297,0.06245451793074608,0.6731959695931715,0.009870837958982514,299,2,,215,21.0,,,,True,False,False,0.24149644374847412,0.12819859385490417,0.35804829001426697,COMPLETE
298,0.15607839822769165,0.6518361548851772,0.007836184731365953,11,2,,243,119.0,,,,True,False,False,0.44472044706344604,0.32925406098365784,0.5738065838813782,COMPLETE
299,0.06582492589950562,0.6352548438133577,0.008403658708176942,277,2,,222,22.0,,,,True,False,False,0.2448963075876236,0.13883239030838013,0.3726022243499756,COMPLETE
300,0.06255748122930527,0.662444317725063,0.007013428500561176,266,2,,243,149.0,,,,True,False,False,0.23669059574604034,0.1313176453113556,0.36237776279449463,COMPLETE
301,0.07174212485551834,0.6763145439301785,0.008482993515841917,300,2,,211,19.0,,,,False,False,False,0.25555235147476196,0.147250697016716,0.38373255729675293,COMPLETE
302,0.07936958223581314,0.6929684372969898,0.009936111278041185,279,2,,46,82.0,,,,True,False,False,0.267993688583374,0.16931694746017456,0.41148141026496887,COMPLETE
303,0.3759038746356964,0.6201828619465221,0.0043486763139855954,15,2,,229,214.0,,,,True,True,False,0.7722909450531006,0.8253992199897766,0.9085147380828857,COMPLETE
304,0.07886763662099838,0.6581244683276786,0.007190778716376587,300,2,1.0,187,17.0,,,,True,False,True,0.2672780454158783,0.1667802333831787,0.40838733315467834,COMPLETE
305,0.06071183457970619,0.6424512925911547,0.005618888363098456,262,2,,255,177.0,,,,True,False,False,0.2281431257724762,0.1275145262479782,0.3570917844772339,COMPLETE
306,0.06910856068134308,0.6432486870646568,0.005166056628194176,266,2,,207,20.0,,,,True,False,False,0.2490449994802475,0.15388824045658112,0.39228591322898865,COMPLETE
307,0.062480080872774124,0.6789463046385061,0.005587637769165608,281,2,,254,183.0,,,,True,False,False,0.23517203330993652,0.132726788520813,0.36431685090065,COMPLETE
308,0.07600850611925125,0.6880567430161334,0.0045327244657545045,260,3,,38,137.0,16.0,,,True,False,False,0.2691456377506256,0.16367626190185547,0.40456920862197876,COMPLETE
309,0.061503004282712936,0.62703254704765,0.006344549724456707,281,2,,234,181.0,,,,True,False,False,0.23570312559604645,0.1295359879732132,0.35991111397743225,COMPLETE
310,0.06722662597894669,0.6227483521954859,0.0037679065054069287,284,2,,235,163.0,,,,True,False,False,0.2471170723438263,0.1454133242368698,0.3813309967517853,COMPLETE
311,0.06178078055381775,0.6335969712499286,0.006042159682752901,257,2,,223,184.0,,,,True,False,False,0.23699845373630524,0.12829001247882843,0.35817596316337585,COMPLETE
312,0.06506854295730591,0.6036123420632352,0.00478800323105462,299,2,,241,174.0,,,,True,False,False,0.24243538081645966,0.13507048785686493,0.367519348859787,COMPLETE
313,0.06391601264476776,0.611154872427625,0.006404414178688574,269,2,,230,204.0,,,,True,False,False,0.2392684668302536,0.1328393667936325,0.36447134613990784,COMPLETE
314,0.06645955890417099,0.6448739632028478,0.005444080266669855,250,2,,256,191.0,,,,True,False,False,0.2435898631811142,0.1394355744123459,0.373410701751709,COMPLETE
315,0.06237530708312988,0.586237129448058,0.007224144928843763,281,2,,217,179.0,,,,True,False,False,0.2381504774093628,0.13012592494487762,0.3607296943664551,COMPLETE
316,0.16962772607803345,0.6592143686284704,6.263134594701749e-06,227,2,,242,163.0,,,,True,False,False,0.4630609452724457,0.3735378086566925,0.6111774444580078,COMPLETE
