trial_number,state,iterations,learning_rate,depth,l2_leaf_reg,mse,rmse,mae
208,COMPLETE,948,0.09055673297536034,4,5.872492913174616e-05,0.0865423121508377,0.294180747417022,0.16952708545646222
209,COMPLETE,908,0.05752506196716271,4,2.9428998868952917e-05,0.08311100963782923,0.2882898014807829,0.16779203615845736
210,COMPLETE,966,0.07117693355533784,8,1.783808039440405e-05,0.09686767824060853,0.31123572777013975,0.1841378275875769
211,COMPLETE,931,0.10274375156793689,4,4.355396435335831e-05,0.09048076872985782,0.30080021397907586,0.17139855872334622
212,COMPLETE,917,0.09893595667730216,4,3.6856078138587615e-05,0.08414391279080403,0.2900757018276506,0.16629319736423126
213,COMPLETE,999,0.10853242369603429,4,2.227987793511467e-05,0.08416023907781739,0.290103841887379,0.16556207478470616
214,COMPLETE,881,0.10212599974497501,4,3.048397628088013e-05,0.0774609391660844,0.2783180539707843,0.16497276587849388
215,COMPLETE,879,0.1159321659698744,4,3.06211769407399e-05,0.07410835721437879,0.27222850184060227,0.15760549844370633
216,COMPLETE,853,0.1201075820159852,4,3.200069410391702e-05,0.07848539669201098,0.2801524525896766,0.15986043897110067
217,COMPLETE,847,0.11687449943128037,4,2.7656289614358815e-05,0.08544169570728265,0.2923041151049411,0.16383623647989531
218,COMPLETE,871,0.12726093708256692,4,1.1958812613585676e-05,0.0843265033190595,0.2903902603722437,0.16655119857267314
219,COMPLETE,829,0.11599958999863848,4,2.9689465197542844e-05,0.08008574101906807,0.2829942420245827,0.16227330939028356
220,COMPLETE,861,0.1263213759898796,4,1.842614242352121e-05,0.0788402532902976,0.2807850660029796,0.1616432663734749
221,COMPLETE,897,0.10888856014878262,4,3.926639441355179e-05,0.07802172520726669,0.2793236925276241,0.16556320819742848
222,COMPLETE,889,0.10776162995166598,4,2.299151764472143e-05,0.07476114518010273,0.2734248437507147,0.161806244897508
223,COMPLETE,886,0.10559212550657007,4,3.857482298571267e-05,0.08642199936756846,0.293976188436357,0.17617612430960813
224,COMPLETE,883,0.11077617045353091,4,2.4097515876582896e-05,0.08539492795935916,0.2922241057123097,0.16277002542749583
225,COMPLETE,901,0.11922413456148243,4,5.919938586056937e-05,0.07846818233192022,0.28012172770408267,0.16326612174279978
226,COMPLETE,889,0.12366902802569692,4,8.174002622983543e-05,0.08369647729858848,0.28930343464706476,0.16788815111475347
227,COMPLETE,899,0.13546413751320863,4,6.200781981634477e-05,0.08630171293131665,0.2937715318599075,0.17044083546497607
