trial_number,C1,C2,W,max_iter,size,best_positions,best_total_power,state
30,2.018117337881671,2.083133452402481,0.8468525906786561,275,127,"[1.         0.         1.         0.         1.         1.
 1.         0.         0.         1.         0.         1.
 0.         1.         0.         0.         1.         0.
 0.         0.         1.         0.         1.         0.
 1.         0.         1.         0.         1.         0.
 1.         1.         1.         1.         0.         1.
 0.         1.         0.         1.         0.         0.
 1.         1.         1.         1.         0.         1.
 0.         0.         1.         1.         0.         1.
 0.         1.         0.         0.         1.         0.
 1.         0.42312341 1.         0.         0.         1.
 0.         1.         0.         1.         0.         1.
 0.         0.73099044 0.         1.         1.         0.
 0.         1.         1.         1.         0.         1.
 1.         1.         1.         0.         0.         0.
 1.         0.         0.         1.         0.         1.
 0.         0.        ]",-2.6880495759709033,COMPLETE
31,2.1489036976393043,1.9496501280312768,0.7751155655602678,371,220,"[1. 1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1.
 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0.
 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1.
 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",-2.586203701980726,COMPLETE
32,1.9518167373662638,2.085792712588212,0.8325859032434126,602,193,"[1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1.
 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1.
 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.
 1. 0.]",-2.5413902219430784,COMPLETE
33,2.2802167763545964,2.2255568013869684,0.6738346469820572,115,238,"[1.         1.         1.         0.         0.         0.
 0.         1.         1.         1.         0.         0.
 1.         0.         1.         0.         1.         0.
 1.         1.         1.         0.         1.         1.
 1.         0.         1.         0.         1.         1.
 1.         0.         1.         0.         1.         1.
 0.         1.         0.         1.         1.         1.
 0.         1.         0.         1.         0.         0.
 0.         0.         0.         1.         0.         1.
 1.         1.         0.         0.         1.         1.
 0.         1.         0.         1.         0.09955047 0.38652633
 0.         0.         0.         1.         0.         1.
 0.         0.         0.         0.         1.         0.
 1.         1.         1.         0.         1.         0.
 0.         1.         1.         0.         0.         0.
 1.         0.         0.         1.         0.         1.
 0.         1.        ]",-2.683154145791054,COMPLETE
34,2.227650955794535,1.9994956330786637,0.754646082043819,248,173,"[1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1.
 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1.
 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0.
 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1.
 0. 0.]",-2.537213814931746,COMPLETE
35,2.023875575454196,2.222502995471169,0.840586360938032,424,240,"[1.         0.         1.         0.         1.         0.
 0.         1.         1.         0.         1.         1.
 1.         1.         1.         1.         0.         0.
 1.         0.         1.         1.         1.         1.
 1.         0.         0.         0.         1.         1.
 0.         0.         0.         0.         1.         0.
 1.         0.         1.         0.         1.         0.
 0.         0.         0.56622267 1.         0.         1.
 0.         0.         1.         1.         0.         1.
 0.         1.         0.         1.         0.         0.
 1.         1.         0.         1.         1.         1.
 0.         0.         0.         1.         0.         1.
 0.         0.         0.         0.         1.         1.
 0.         1.         1.         0.         0.         0.
 0.         0.         0.         0.         1.         1.
 1.         0.21919657 0.         1.         0.         1.
 0.         0.        ]",-2.5104413262288343,COMPLETE
36,2.3503470127042547,2.1198212591694148,0.48182534909866526,20,124,"[1.         1.         1.         0.08038256 1.         1.
 0.88657554 0.         1.         1.         0.         0.
 0.         1.         1.         1.         1.         0.
 1.         0.         1.         0.         1.         1.
 1.         0.         1.         0.         0.         1.
 1.         1.         1.         0.         1.         0.
 1.         0.         1.         0.         1.         1.
 0.         1.         0.         0.         0.         0.
 1.         0.         0.         1.         1.         0.
 1.         1.         0.         1.         0.29653632 0.
 0.         1.         1.         1.         1.         0.
 1.         1.         0.         1.         0.         1.
 1.         0.         1.         0.         1.         0.
 0.         0.         0.         0.         0.         1.
 0.         1.         0.         1.         0.         0.
 0.         0.         0.         1.         0.         0.
 0.         1.        ]",-2.8411573625801134,COMPLETE
37,2.369543879812316,1.878786668884034,0.4794523211628166,21,113,"[1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0.
 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1.
 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1.
 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.
 1. 0.]",-2.322193659311209,COMPLETE
38,2.46432109303067,2.1264358129917507,0.5748998206334668,13,147,"[1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1.
 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1.
 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0.
 0. 0.]",-2.6057697404111244,COMPLETE
39,2.3156455226401995,2.0073730687596156,0.34777710372622506,34,85,"[1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 1.
 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 0. 0.
 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1.
 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 1.]",-2.500001908717325,COMPLETE
40,2.423595609055763,1.7716374404436883,0.4771883168656481,65,129,"[1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0.
 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0.
 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1.
 1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",-2.4945556735703285,COMPLETE
41,2.1220851416632502,2.25017118333551,0.6819145289431817,25,205,"[0.         1.         0.         1.         0.         1.
 0.         1.         0.         0.         0.         0.
 0.         0.         1.         0.         0.         0.
 1.         1.         1.         0.         1.         1.
 1.         0.         1.         0.         0.         1.
 1.         0.87825811 1.         0.         1.         0.
 1.         0.         0.         1.         1.         1.
 1.         1.         0.         1.         0.         1.
 1.         0.         0.         0.         1.         1.
 1.         0.         0.         1.         0.         1.
 0.         1.         0.         0.         0.         0.
 0.         1.         0.         1.         0.         0.
 1.         0.         1.         0.         1.         0.
 1.         0.         1.         0.         0.         0.
 0.         1.         0.         0.         0.         1.
 0.         0.         0.         1.         0.         1.
 1.         0.        ]",-2.5814937383955163,COMPLETE
42,2.0623414089259784,2.169067902683824,0.7564669303952437,14,250,"[1.         0.         1.         1.         0.         1.
 1.         1.         0.         1.         1.         0.
 0.         1.         0.         1.         1.         0.
 1.         1.         1.         0.         1.         0.
 0.15912413 0.         1.         1.         0.         0.
 0.         0.         1.         0.         0.         0.
 1.         0.         1.         1.         0.         0.
 1.         1.         0.         0.         1.         1.
 1.         1.         0.         0.         1.         1.
 0.         0.         1.         1.         1.         0.
 1.         0.         1.         0.         0.         0.
 0.         0.         0.         1.         0.         1.
 0.         1.         0.         1.         0.         1.
 0.         1.         1.         0.         0.         1.
 0.         1.         0.         0.         0.         0.
 1.         1.         1.         1.         0.         0.
 0.         1.        ]",-2.5475242366250908,COMPLETE
43,2.3296268387104675,2.042165545090816,0.8632236948648212,121,178,"[1.         1.         1.         0.         0.         0.
 0.         1.         1.         0.         1.         0.
 0.         0.         1.         0.         1.         1.
 1.         0.         0.         0.         0.72213846 1.
 1.         0.         1.         0.         1.         1.
 0.         0.         1.         0.         0.         1.
 1.         0.         1.         1.         1.         0.
 0.         1.         1.         0.         0.         1.
 0.         0.         0.31875593 1.         0.62461332 1.
 0.         1.         0.         0.84999172 1.         0.
 0.         0.         0.         1.         0.         0.
 0.         1.         0.         0.         0.         1.
 0.         1.         0.         0.         1.         0.
 0.         1.         1.         1.         0.         0.
 1.         0.         0.         0.         0.         1.
 0.         1.         0.         1.         0.         1.
 0.         0.75131798]",-2.6125290264070857,COMPLETE
44,2.229647196601585,2.124517804213285,0.41803653860807144,954,156,"[1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1.
 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.
 0. 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1.
 0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 1.]",-2.4116896742423766,COMPLETE
45,1.936708799286752,2.190920781680493,0.8953947912871045,253,291,"[1.         1.         1.         0.         1.         1.
 1.         0.         1.         1.         0.         1.
 1.         0.         1.         1.         1.         0.
 0.         0.         1.         1.         1.         1.
 1.         0.         1.         0.         1.         0.
 0.         0.         1.         0.         0.         0.
 0.         0.         1.         1.         0.         0.
 1.         1.         0.         1.         1.         0.
 1.         1.         0.         1.         0.         0.
 0.         1.         1.         0.         1.         0.
 1.         0.         1.         1.         0.         0.
 0.         1.         0.         1.         0.         1.
 1.         0.         0.08950727 1.         0.         0.
 1.         1.         0.         0.         0.         1.
 1.         1.         0.         1.         0.         0.
 0.         0.         0.         0.         1.         1.
 0.         1.        ]",-2.4939424161803903,COMPLETE
46,2.1901557475665294,1.9594658455893779,0.5045288444540907,35,208,"[0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1.
 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0.
 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 1.
 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0.
 0. 0.]",-2.402694667885751,COMPLETE
47,2.040472018000149,2.3341584850586883,0.7370809559010294,91,120,"[1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1.
 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0.
 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0.
 0. 0.]",-2.408404193801636,COMPLETE
48,2.13026500606681,2.2681866895161615,0.5905138970718652,16,56,"[1. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0.
 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1.
 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 1. 1.
 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
 0. 1.]",-2.4414716851647045,COMPLETE
49,1.9872996502988405,2.0905395897918013,0.8221037367440424,22,257,"[1.         0.         1.         1.         1.         0.62258981
 1.         0.5129424  1.         1.         0.         1.
 1.         0.         1.         1.         0.         0.
 1.         0.         1.         0.         1.         0.
 0.         0.         0.         0.         0.         1.
 1.         1.         1.         0.         1.         0.
 1.         0.         1.         0.         1.         0.
 0.         1.         0.         1.         0.         1.
 0.         0.         0.         1.         1.         1.
 1.         0.         0.         0.         1.         1.
 1.         0.         1.         0.         0.         0.
 1.         0.         0.         0.         1.         1.
 0.         1.         1.         0.         0.         0.
 1.         1.         0.         1.         1.         1.
 0.         1.         0.         0.         0.         1.
 0.         1.         0.         0.         0.         1.
 0.         1.        ]",-2.679357030268461,COMPLETE
50,1.8256050905570975,2.0410251219310442,0.6589401673871755,635,20,"[1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0.
 0. 0. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1.
 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 1.
 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
 0. 0.]",-2.296265754658653,COMPLETE
51,1.8893550591810961,2.0979409872608583,0.8494835863053625,255,91,"[1.         0.         1.         0.         1.         0.
 1.         0.         1.         1.         1.         1.
 1.         0.         0.         0.         0.         1.
 1.         1.         0.         0.         0.         1.
 0.26414379 0.         0.         0.         1.         1.
 0.         1.         1.         0.         0.         0.
 1.         0.         1.         0.         0.         1.
 0.53241477 0.         0.         0.         1.         0.
 1.         0.         1.         0.         1.         0.
 1.         0.         0.         1.         0.         1.
 0.         1.         0.         0.         1.         1.
 0.         0.         0.         0.         1.         1.
 1.         0.         0.         1.         1.         1.
 0.         1.         1.         0.         0.         1.
 0.         1.         0.         0.         0.         1.
 0.         0.         0.         0.         0.         1.
 0.         0.        ]",-2.8335670541437703,COMPLETE
52,1.890595103820473,2.118508304756947,0.7019946774088617,201,87,"[0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0.
 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1.
 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1.
 0. 0.]",-2.5609765026684115,COMPLETE
53,1.909554307507548,1.8970508790539495,0.8766061215246419,310,142,"[1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0.
 1. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0.
 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1.
 0. 0.]",-2.4260935199091684,COMPLETE
54,1.8508159236503938,2.205271149078424,0.7613861950829439,217,100,"[1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0.
 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1.
 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1.
 0. 0.]",-2.345435720368543,COMPLETE
55,1.778394726998637,1.9847377986616213,0.7992621933823146,442,71,"[1. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1.
 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 0. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0.
 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.
 0. 1.]",-2.459330332507059,COMPLETE
56,2.0604754712152165,2.048303255052192,0.7198459488817269,141,166,"[0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0.
 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1.
 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.
 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 1.]",-2.4247650393927436,COMPLETE
57,1.9898744898900724,2.4521105616595733,0.635448480131856,69,44,"[1. 1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0.
 1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 1.]",-2.13024051394957,COMPLETE
58,2.2551112685299026,2.1499364695931305,0.5635283728858919,775,53,"[1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0.
 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1.
 0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1.
 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0.]",-2.359984664428167,COMPLETE
59,1.6714866527704995,2.248862208324729,0.8171624527328261,162,77,"[1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0.
 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1.
 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1.
 1. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0.
 0. 0.]",-2.4910821222190394,COMPLETE
60,1.9632855857874303,1.6183390021062545,0.8591179391611189,28,276,"[0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0.
 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 1. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0.
 0. 0.]",-2.497793910829532,COMPLETE
61,2.1023919932208903,2.086027710486329,0.8485275877637108,241,124,"[0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1.
 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0.
 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1.
 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1.
 0. 0.]",-2.431819044657886,COMPLETE
62,2.0323426235258206,2.175639788501873,0.7840413284789911,317,109,"[0. 0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0.
 1. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 1. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1.
 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.
 1. 0.]",-2.3555099439389298,COMPLETE
63,2.170843262509417,2.098124220009137,0.8933166313119958,11,141,"[1.         0.         1.         0.         1.         1.
 1.         1.         0.         1.         1.         0.
 1.         1.         1.         0.         1.         1.
 1.         1.         1.         0.         1.         1.
 1.         0.         1.         0.         1.         1.
 0.         1.         0.         0.         0.         1.
 1.         1.         1.         0.         0.         0.
 1.         1.         0.         1.         0.         1.
 0.53295758 1.         1.         0.         0.         0.
 1.         1.         0.         1.         1.         1.
 1.         0.         0.         1.         1.         0.
 1.         0.         0.         0.         1.         1.
 1.         1.         0.         1.         1.         0.73779884
 0.         1.         0.         1.         0.         0.
 0.         1.         0.         0.         0.         1.
 0.         0.         0.         0.         1.         0.
 0.         0.        ]",-2.5252522112337674,COMPLETE
64,1.9994276567346156,2.0264143438020468,0.7408254990192628,279,95,"[0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.
 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1.
 0. 0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1.
 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0.
 0. 0.]",-2.470101060736786,COMPLETE
65,1.8567476207844713,2.3071612617713164,0.7039057662265645,438,62,"[1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0.
 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0.
 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1. 1.
 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0.
 1. 1.]",-2.4311357598134293,COMPLETE
66,1.9387371550787877,2.061173306303815,0.828497155799845,381,205,"[1.         1.         1.         1.         1.         0.
 0.         0.76419182 1.         1.         1.         0.
 1.         0.         1.         0.         0.         0.
 1.         0.         1.         0.         1.         0.
 1.         0.         0.         0.         0.         1.
 0.         1.         0.         0.         0.         0.
 0.         0.         1.         1.         0.         0.
 1.         1.         1.         1.         0.         1.
 0.         1.         0.         1.         0.         1.
 0.         1.         1.         1.         1.         0.
 0.         0.         1.         0.         0.         0.
 1.         0.         0.         1.         1.         0.
 1.         0.         0.         1.         0.         1.
 0.         1.         1.         0.         0.         1.
 0.         1.         0.         0.         0.         1.
 1.         1.         1.         1.         0.         0.
 0.         0.        ]",-2.5333246356158083,COMPLETE
67,1.5100603006893414,1.9269499675912167,0.2593161794797838,170,188,"[1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0.
 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 0.
 0. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1.
 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0.
 1. 0.]",-2.2910154527827387,COMPLETE
68,2.080202136195839,2.147967641097457,0.7820354804971634,18,37,"[0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0.
 1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0.
 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.
 1. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
 0. 1.]",-2.229524013754425,COMPLETE
