mse,rmse,mae,intercepto,coef_X1,coef_Y1,coef_X2,coef_Y2,coef_X3,coef_Y3,coef_X4,coef_Y4,coef_X5,coef_Y5,coef_X6,coef_Y6,coef_X7,coef_Y7,coef_X8,coef_Y8,coef_X9,coef_Y9,coef_X10,coef_Y10,coef_X11,coef_Y11,coef_X12,coef_Y12,coef_X13,coef_Y13,coef_X14,coef_Y14,coef_X15,coef_Y15,coef_X16,coef_Y16,coef_X17,coef_Y17,coef_X18,coef_Y18,coef_X19,coef_Y19,coef_X20,coef_Y20,coef_X21,coef_Y21,coef_X22,coef_Y22,coef_X23,coef_Y23,coef_X24,coef_Y24,coef_X25,coef_Y25,coef_X26,coef_Y26,coef_X27,coef_Y27,coef_X28,coef_Y28,coef_X29,coef_Y29,coef_X30,coef_Y30,coef_X31,coef_Y31,coef_X32,coef_Y32,coef_X33,coef_Y33,coef_X34,coef_Y34,coef_X35,coef_Y35,coef_X36,coef_Y36,coef_X37,coef_Y37,coef_X38,coef_Y38,coef_X39,coef_Y39,coef_X40,coef_Y40,coef_X41,coef_Y41,coef_X42,coef_Y42,coef_X43,coef_Y43,coef_X44,coef_Y44,coef_X45,coef_Y45,coef_X46,coef_Y46,coef_X47,coef_Y47,coef_X48,coef_Y48,coef_X49,coef_Y49
0.26170063006739314,0.5115668383187021,0.38224152610477957,0.29183947366553364,0.4973185381226702,-2.318448625754022,0.31449797691566517,-0.27340235397359547,0.07584516979015143,1.1609871480731733,0.3840527020737383,3.360932745908808,0.4000477089195156,-0.6498848860192918,0.40334692098637737,1.0409459356301989,0.20757735765918572,-1.0904208766739938,0.32416738300184433,0.7849444155974765,0.24027823819615257,-0.15129276144498371,0.3108654153446625,-0.6499513564112995,0.3268055237585008,0.16541331166366535,0.2485168307907779,0.5834696077300804,0.19267388695147677,-3.614658159542594,0.22855075060205657,-0.41348198318883544,0.09822946290451268,1.3817681428613084,0.027144561507586817,1.2604485434410413,0.20360954662771164,-0.2758383599966877,0.08482237498932632,-0.06537665276782623,0.16810398583742592,-0.28621965805520894,-0.01516719148142931,0.09204234404671308,-0.05877814530480907,-2.1088714123246617,0.05265744178276466,0.5104887104977446,0.0452843545528383,1.1113543269509343,-0.014011261156609445,0.2427359465110861,0.006648837836620181,-0.37913654084889736,-0.08050958433193078,-1.2955259833337234,0.12558832612818926,0.6730218520882163,0.03247010067051703,1.745909750019726,-0.0437067551361735,-0.5948155064394501,0.024060989324047766,0.058980232423318624,-0.14953794409790075,0.9490666389258848,-0.18669228158459172,0.06774571706647681,-0.07925568301383801,-0.4463415461706318,-0.1609502722920234,-0.6087057837109537,-0.21133057916855214,-0.1997942350045842,-0.1654462886368856,2.2597812054496096,-0.14955116918523448,0.42185560908840536,-0.2529953735498175,-0.3834887502586986,-0.2436677486817167,0.09769426563376565,-0.1984786638647501,0.5730344477016661,-0.41304292197833115,-2.584749733382689,-0.45999536771088145,0.2419517758596838,-0.3066134249965794,3.27922284758396,-0.28570059494134137,-1.569492124511659,-0.2836392313524957,-1.3305076018976272,-0.1349306001975641,-0.48933711844554584,-0.2070732792852391,-0.5478716533836397,-0.43587405170286264,0.03093865549050645,-0.4651678094553163,-0.67788423894903
